acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037201901121163,M,19880208, 34 ,20200224," 50,000,000 "," 14,876,220 ",0,,2,1,2,5,3,5,,0
0037202001049159,F,19800218, 42 ,20190521," 40,000,000 "," 28,101,168 ",0,,2,2,1,2,4,3,,0
0037202001040230,F,19720620, 50 ,20210901," 30,000,000 "," 1,418,156 ",0,,5,2,2,3,1,4,,0
0037201901096452,F,19960223, 26 ,20191122," 5,000,000 "," 7,109,433 ",0,,4,4,2,3,3,1,,0
0037201901242288,M,19781226, 44 ,20190114," 50,000,000 "," 17,203,759 ",0,,3,2,4,4,1,4,,0
0037201901105867,M,19820613, 40 ,20211004," 45,000,000 "," 19,673,415 ",0,,5,1,2,2,3,4,,0
0037201901393926,M,19801115, 42 ,20200404," 10,000,000 "," 7,619,908 ",0,,3,2,2,2,5,4,,0
0037201901115941,M,19781120, 44 ,20210807," 40,000,000 "," 12,384,389 ",0,,3,1,1,1,2,1,,0
0037201901106159,M,19640826, 58 ,20201105," 25,000,000 "," 8,390,989 ",0,,3,5,3,5,1,1,,0
0037201901163560,M,19690829, 53 ,20210515," 10,000,000 "," 9,856,904 ",0,,3,2,3,1,2,4,,0
0037202001199780,F,19761120, 46 ,20200310," 10,000,000 "," 23,334,959 ",0,,5,2,3,4,3,5,,0
0037201901107462,F,19850901, 37 ,20210609," 1,500,000 "," 8,820,942 ",0,,1,2,1,5,5,5,,0
0037202001097627,F,19680804, 54 ,20201115," 50,000,000 "," 6,660,844 ",0,,3,3,5,3,3,3,,0
0037202001062248,M,19881203, 34 ,20201008," 5,000,000 "," 2,729,201 ",0,,2,3,3,3,2,4,,0
0037201901266382,M,19871003, 35 ,20200521," 40,000,000 "," 21,196,636 ",0,,5,3,4,1,4,3,,0
0037201901092513,M,19750825, 47 ,20210402," 1,500,000 "," 22,511,266 ",0,,2,3,2,4,4,2,,0
0037201901245418,M,19710801, 51 ,20200224," 50,000,000 "," 24,745,641 ",0,,4,2,2,3,4,2,,0
0037202001220676,M,19910423, 31 ,20200728," 50,000,000 "," 28,715,758 ",0,,1,4,4,2,2,5,,0
0037201901295883,F,19770104, 45 ,20200322," 25,000,000 "," 6,954,569 ",0,,2,5,5,3,4,4,,0
0037202001236410,M,19721004, 50 ,20210817," 20,000,000 "," 26,655,685 ",0,,1,5,2,3,2,1,,0
0037201901264982,M,19850613, 37 ,20200327," 1,500,000 "," 9,722,968 ",0,,1,4,3,3,1,1,,0
0037201901090219,F,19770112, 45 ,20190807," 30,000,000 "," 20,445,790 ",0,,3,2,3,2,3,4,,0
0037202001219372,M,19831214, 39 ,20190921," 40,000,000 "," 17,253,068 ",0,,5,2,2,4,2,4,,0
0037201901144142,M,19610426, 61 ,20190722," 30,000,000 "," 7,343,202 ",0,,4,1,1,3,2,3,,0
0037202001047214,F,19570106, 65 ,20190214," 25,000,000 "," 11,625,352 ",1,,10,6,9,10,7,9,,11625352
0037201901105670,M,19771222, 45 ,20190630," 20,000,000 "," 7,437,648 ",0,,1,4,2,2,4,3,,0
0037202001233059,F,19700620, 52 ,20210921," 1,500,000 "," 14,165,892 ",1,,7,10,10,6,9,10,,14165892
0037201901447177,F,19910221, 31 ,20210908," 1,500,000 "," 17,547,245 ",0,,1,5,4,4,3,3,,0
0037201901479480,F,19801210, 42 ,20200804," 5,000,000 "," 20,679,667 ",1,,9,10,7,10,8,9,,20679667
0037201901398011,M,19960124, 26 ,20200916," 20,000,000 "," 5,044,830 ",0,,2,3,2,1,2,5,,0
0037202001176521,M,19741005, 48 ,20191015," 3,000,000 "," 17,695,947 ",0,,1,4,4,3,5,5,,0
0037201901455429,F,19991129, 23 ,20211103," 30,000,000 "," 20,916,871 ",0,,1,3,2,3,1,4,,0
0037201901131267,M,19580507, 64 ,20201031," 3,000,000 "," 19,958,320 ",0,,5,2,4,1,2,4,,0
0037201901374219,F,19781128, 44 ,20201023," 20,000,000 "," 11,529,337 ",0,,5,1,4,5,4,3,,0
0037201901305994,M,19750215, 47 ,20210627," 1,500,000 "," 29,132,756 ",1,,8,8,7,9,7,8,,29132756
0037201901387843,M,19750213, 47 ,20190402," 50,000,000 "," 7,526,919 ",0,,1,5,4,3,2,3,,0
0037201901318008,F,19750614, 47 ,20200814," 3,000,000 "," 8,300,259 ",0,,2,2,4,4,2,2,,0
0037201901092035,M,19921129, 30 ,20210421," 45,000,000 "," 24,171,560 ",0,,4,4,3,3,3,2,,0
0037202001316774,M,19701126, 52 ,20200816," 45,000,000 "," 13,176,710 ",0,,5,4,2,5,2,5,,0
0037202001233434,M,19880409, 34 ,20210907," 5,000,000 "," 14,253,668 ",0,,1,2,3,5,4,2,,0
0037201901224105,M,19760708, 46 ,20190818," 25,000,000 "," 20,090,312 ",0,,4,2,2,2,5,2,,0
0037201901100605,M,19680925, 54 ,20190319," 3,000,000 "," 3,589,397 ",0,,2,2,2,5,1,4,,0
0037201901360367,M,19760628, 46 ,20210211," 1,500,000 "," 25,059,271 ",0,,3,2,3,5,2,2,,0
0037201901098085,F,19810518, 41 ,20210928," 10,000,000 "," 20,774,086 ",0,,5,3,2,1,4,2,,0
0037202001246900,M,19740417, 48 ,20210709," 10,000,000 "," 4,265,575 ",0,,3,2,1,4,3,2,,0
0037201901103380,F,19700213, 52 ,20190223," 25,000,000 "," 22,204,658 ",0,,1,3,5,2,2,3,,0
0037201901136162,F,19880518, 34 ,20200705," 30,000,000 "," 2,336,907 ",1,,7,10,8,6,10,6,,2336907
0037202001079231,M,19940125, 28 ,20201125," 25,000,000 "," 24,350,787 ",0,,5,1,1,2,3,3,,0
0037201901096998,M,19731221, 49 ,20201112," 40,000,000 "," 24,161,813 ",1,,6,9,8,8,10,7,,24161813
0037202001264367,M,19710614, 51 ,20190302," 5,000,000 "," 23,855,687 ",0,,5,5,4,5,3,2,,0
0037201901090420,M,19811113, 41 ,20200301," 50,000,000 "," 11,989,017 ",0,,3,2,5,3,2,4,,0
0037201901096556,M,19811223, 41 ,20190216," 3,000,000 "," 8,510,624 ",0,,4,3,3,2,3,2,,0
0037202001181762,M,19820308, 40 ,20191222," 45,000,000 "," 6,105,618 ",0,,1,1,1,1,2,3,,0
0037201901109169,M,19880519, 34 ,20190121," 40,000,000 "," 12,230,891 ",0,,5,5,2,4,5,3,,0
0037201901227717,F,19750709, 47 ,20190206," 20,000,000 "," 27,652,893 ",0,,5,2,4,1,5,1,,0
0037201901141880,F,19871229, 35 ,20190506," 45,000,000 "," 23,300,958 ",0,,5,1,3,5,1,4,,0
0037201901346436,M,19570714, 65 ,20210223," 5,000,000 "," 9,287,267 ",0,,2,1,1,4,5,4,,0
0037201901144926,F,19761125, 46 ,20210610," 45,000,000 "," 13,768,442 ",0,,1,4,5,4,1,4,,0
0037201901241071,M,19660220, 56 ,20200115," 20,000,000 "," 12,639,156 ",0,,5,1,1,3,2,1,,0
0037201901201043,F,19640809, 58 ,20200413," 50,000,000 "," 2,505,088 ",0,,5,5,2,3,1,2,,0
0037202001235519,M,19840715, 38 ,20190917," 45,000,000 "," 8,573,030 ",0,,1,1,5,2,4,4,,0
0037202001119617,F,19920101, 30 ,20210309," 40,000,000 "," 20,222,807 ",0,,5,2,3,4,4,5,,0
0037201901320130,M,19750917, 47 ,20190910," 30,000,000 "," 12,071,377 ",0,,2,4,5,3,1,3,,0
0037201901126556,M,19701120, 52 ,20210829," 20,000,000 "," 15,359,240 ",1,,6,10,6,7,7,7,,15359240
0037202001051696,F,19741116, 48 ,20210101," 5,000,000 "," 7,473,451 ",0,,1,3,1,5,5,3,,0
0037202001037792,M,19950922, 27 ,20210606," 10,000,000 "," 25,024,791 ",0,,2,2,4,3,3,2,,0
0037202001139159,F,19740816, 48 ,20190117," 5,000,000 "," 9,297,372 ",0,,1,3,2,5,5,1,,0
0037201901144536,F,19700724, 52 ,20211110," 45,000,000 "," 12,941,733 ",0,,4,4,4,5,4,5,,0
0037202001185143,M,19610909, 61 ,20210205," 25,000,000 "," 24,924,409 ",0,,4,3,3,1,1,1,,0
0037202001249360,M,19611024, 61 ,20200609," 45,000,000 "," 26,343,866 ",0,,3,1,5,5,3,1,,0
0037201901115568,M,19841101, 38 ,20190719," 20,000,000 "," 22,400,997 ",0,,3,5,3,1,5,4,,0
0037202001001216,F,19900905, 32 ,20210530," 30,000,000 "," 21,185,365 ",0,,3,1,3,5,1,3,,0
0037201901371149,M,19650313, 57 ,20201009," 20,000,000 "," 10,676,114 ",0,,2,4,3,1,5,2,,0
0037202001004272,M,19840408, 38 ,20200107," 30,000,000 "," 20,967,531 ",0,,2,1,4,1,1,5,,0
0037202001133607,M,19900225, 32 ,20211213," 30,000,000 "," 27,479,709 ",0,,4,4,4,3,1,4,,0
0037202001065195,M,19590802, 63 ,20190926," 30,000,000 "," 27,154,449 ",0,,5,2,3,5,4,4,,0
0037201901096581,F,19780706, 44 ,20190512," 5,000,000 "," 6,980,975 ",0,,2,4,2,4,3,5,,0
0037201901408843,F,19900323, 32 ,20200810," 50,000,000 "," 23,023,998 ",0,,3,4,4,4,1,2,,0
0037202001293755,F,19720220, 50 ,20210605," 3,000,000 "," 3,336,683 ",1,,9,10,6,7,9,7,,3336683
0037201901372261,M,19750627, 47 ,20190701," 40,000,000 "," 27,286,647 ",0,,5,3,3,2,5,2,,0
0037201901466302,M,19650227, 57 ,20210723," 10,000,000 "," 2,383,851 ",0,,1,4,5,4,1,1,,0
0037201901163269,F,19890914, 33 ,20210804," 50,000,000 "," 11,703,617 ",1,,8,8,8,7,7,10,,11703617
0037201901227679,F,19750709, 47 ,20201110," 25,000,000 "," 18,282,086 ",0,,1,3,4,1,3,2,,0
0037202001160121,M,19600406, 62 ,20191229," 3,000,000 "," 27,152,218 ",0,,4,3,3,3,3,3,,0
0037201901252936,M,19830904, 39 ,20200608," 5,000,000 "," 20,669,888 ",0,,2,1,3,4,5,1,,0
0037202001207500,F,19810810, 41 ,20210801," 45,000,000 "," 24,586,631 ",0,,5,5,5,5,3,3,,0
0037202001313885,F,19610607, 61 ,20191021," 10,000,000 "," 29,174,944 ",0,,5,1,5,1,2,3,,0
0037202001142448,M,19770301, 45 ,20190814," 3,000,000 "," 20,645,714 ",0,,5,2,2,5,4,3,,0
0037202001194647,M,19750515, 47 ,20190113," 50,000,000 "," 11,481,020 ",0,,5,2,1,5,3,2,,0
0037202001216874,M,19810408, 41 ,20200504," 5,000,000 "," 29,051,024 ",0,,2,2,3,5,1,4,,0
0037202001261365,M,19930707, 29 ,20190506," 10,000,000 "," 20,777,442 ",0,,5,5,5,3,3,1,,0
0037201901119627,F,19710224, 51 ,20200113," 20,000,000 "," 23,352,362 ",0,,3,2,5,4,4,5,,0
0037202001150371,M,19810731, 41 ,20210111," 30,000,000 "," 14,515,351 ",0,,5,5,1,1,5,5,,0
0037201901138391,M,19651126, 57 ,20190601," 5,000,000 "," 10,482,743 ",0,,4,1,4,4,2,1,,0
0037202001213671,M,19721227, 50 ,20200109," 3,000,000 "," 25,755,486 ",0,,2,5,2,2,1,3,,0
0037201901455911,F,19680706, 54 ,20190305," 20,000,000 "," 27,522,385 ",0,,2,5,2,5,5,2,,0
0037201901354712,M,19730605, 49 ,20211127," 45,000,000 "," 26,740,270 ",0,,4,1,1,1,3,2,,0
0037202001200246,F,19730227, 49 ,20210902," 45,000,000 "," 24,972,377 ",0,,4,4,3,5,4,5,,0
0037201901205550,M,19740716, 48 ,20190721," 20,000,000 "," 21,903,162 ",0,,4,1,2,1,3,4,,0
0037201901157119,M,19800119, 42 ,20201028," 45,000,000 "," 26,057,060 ",0,,3,2,3,4,3,1,,0
0037201901225584,M,19900417, 32 ,20210318," 45,000,000 "," 3,296,458 ",0,,5,4,5,2,2,1,,0
0037201901093508,M,19510416, 71 ,20190911," 1,500,000 "," 7,270,540 ",0,,3,2,1,5,3,5,,0
0037201901123833,M,19750804, 47 ,20210713," 5,000,000 "," 6,845,952 ",1,,7,9,7,7,9,6,,6845952
0037201901489751,M,19950123, 27 ,20200615," 20,000,000 "," 22,462,908 ",0,,4,1,1,1,5,4,,0
0037202001045582,M,19590606, 63 ,20190623," 20,000,000 "," 1,021,982 ",0,,1,3,3,5,3,4,,0
0037201901425945,F,19810820, 41 ,20210725," 50,000,000 "," 20,536,680 ",0,,3,4,1,1,5,2,,0
0037202001004281,M,19900722, 32 ,20200903," 5,000,000 "," 26,151,705 ",0,,1,4,1,1,2,1,,0
0037202001030136,F,19750929, 47 ,20211116," 3,000,000 "," 21,139,197 ",0,,3,4,1,5,2,2,,0
0037201901215416,M,19620218, 60 ,20211018," 25,000,000 "," 5,339,797 ",0,,1,2,2,2,3,5,,0
0037201901314245,M,19680724, 54 ,20210116," 30,000,000 "," 29,685,419 ",0,,4,5,3,1,4,4,,0
0037202001132047,M,19591113, 63 ,20210405," 1,500,000 "," 17,756,948 ",0,,1,4,1,1,4,1,,0
0037201901205194,M,19700829, 52 ,20210513," 45,000,000 "," 28,640,475 ",0,,5,5,2,1,2,5,,0
0037201901193457,M,19670601, 55 ,20211009," 10,000,000 "," 23,214,119 ",0,,1,2,3,2,2,5,,0
0037201901427429,F,19520402, 70 ,20210223," 1,500,000 "," 5,630,602 ",0,,3,3,2,4,1,1,,0
0037201901092870,M,19500420, 72 ,20200102," 10,000,000 "," 8,209,620 ",0,,2,4,3,2,1,4,,0
0037201901098502,F,19680209, 54 ,20190216," 10,000,000 "," 25,471,131 ",0,,4,1,4,3,1,4,,0
0037201901096529,M,19941126, 28 ,20190808," 1,500,000 "," 2,903,077 ",0,,5,3,5,3,1,2,,0
0037201901091861,M,19921221, 30 ,20210320," 10,000,000 "," 4,130,512 ",1,,9,6,9,10,10,10,,4130512
0037201901096428,M,19870906, 35 ,20201123," 10,000,000 "," 28,867,548 ",0,,4,1,3,2,3,3,,0
0037202001199092,F,19610217, 61 ,20200303," 5,000,000 "," 27,835,833 ",0,,3,5,5,1,3,1,,0
0037202001229968,M,19680201, 54 ,20190824," 40,000,000 "," 28,266,590 ",0,,5,4,2,3,3,2,,0
0037201901114267,M,19801218, 42 ,20200517," 25,000,000 "," 8,399,711 ",1,,10,7,10,7,7,8,,8399711
0037201901228518,M,19731207, 49 ,20190816," 25,000,000 "," 26,733,022 ",0,,1,3,4,4,2,5,,0
0037202001311904,M,19880111, 34 ,20200912," 10,000,000 "," 14,160,580 ",0,,4,1,3,2,4,2,,0
0037201901155698,F,19810314, 41 ,20211027," 25,000,000 "," 12,233,905 ",0,,4,1,4,5,3,5,,0
0037201901311202,M,19660505, 56 ,20200222," 30,000,000 "," 21,274,406 ",0,,3,2,1,2,3,4,,0
0037202001171374,F,19740905, 48 ,20200123," 20,000,000 "," 22,444,859 ",0,,1,3,2,5,1,4,,0
0037202001211914,M,19680610, 54 ,20201107," 25,000,000 "," 15,915,185 ",0,,3,5,2,3,4,5,,0
0037201901148995,M,19820825, 40 ,20210414," 5,000,000 "," 6,356,498 ",0,,5,3,1,4,4,4,,0
0037202001058502,M,19860108, 36 ,20201010," 1,500,000 "," 26,203,675 ",0,,2,4,4,3,2,1,,0
0037202001166803,F,19690317, 53 ,20190112," 10,000,000 "," 5,680,567 ",0,,5,5,3,2,5,4,,0
0037202001017297,M,19920709, 30 ,20200222," 3,000,000 "," 10,638,210 ",0,,1,2,1,2,2,3,,0
0037201901255291,M,19930118, 29 ,20211102," 20,000,000 "," 16,789,035 ",0,,3,5,2,5,3,2,,0
0037201901156380,F,19690807, 53 ,20211218," 40,000,000 "," 27,009,341 ",0,,2,4,3,1,5,3,,0
0037201901106334,F,19950117, 27 ,20210412," 1,500,000 "," 23,531,854 ",0,,1,4,3,3,1,5,,0
0037201901260110,F,19810728, 41 ,20200303," 1,500,000 "," 1,188,642 ",0,,4,5,5,1,5,5,,0
0037201901122275,M,19790315, 43 ,20211212," 40,000,000 "," 3,574,730 ",0,,3,4,5,2,1,4,,0
0037202001175352,M,19571114, 65 ,20190228," 20,000,000 "," 21,239,936 ",0,,5,2,3,2,2,5,,0
0037202001081401,F,19870204, 35 ,20211011," 45,000,000 "," 13,120,935 ",0,,5,4,1,2,3,2,,0
0037201901093669,F,19860104, 36 ,20200623," 1,500,000 "," 9,334,195 ",0,,5,3,2,1,1,4,,0
0037201901325359,F,19691123, 53 ,20210118," 5,000,000 "," 1,188,374 ",0,,1,4,4,5,3,2,,0
0037201901098444,M,19620815, 60 ,20200530," 1,500,000 "," 21,060,511 ",1,,6,10,9,7,10,6,,21060511
0037201901148206,M,19660320, 56 ,20211208," 3,000,000 "," 3,994,626 ",0,,4,5,4,5,4,5,,0
0037202001046961,M,19730607, 49 ,20200728," 50,000,000 "," 12,972,764 ",0,,3,3,1,3,5,1,,0
0037201901091303,M,19701112, 52 ,20190218," 40,000,000 "," 23,930,666 ",0,,1,2,5,2,4,2,,0
0037201901211808,M,19700329, 52 ,20191206," 3,000,000 "," 5,970,183 ",0,,5,2,2,2,5,3,,0
0037202001123713,F,19661204, 56 ,20210916," 50,000,000 "," 1,700,054 ",0,,3,2,1,4,1,2,,0
0037201901127523,F,19870907, 35 ,20211201," 25,000,000 "," 10,159,700 ",0,,5,1,5,1,5,3,,0
0037202001214251,F,19721230, 50 ,20190501," 25,000,000 "," 29,414,861 ",0,,4,2,1,3,1,1,,0
0037201901146219,M,19570206, 65 ,20200415," 5,000,000 "," 23,681,995 ",1,,9,8,7,8,9,10,,23681995
0037202001097451,M,19800516, 42 ,20210819," 45,000,000 "," 23,360,850 ",0,,1,2,2,1,5,2,,0
0037202001104572,M,19790710, 43 ,20200501," 50,000,000 "," 1,993,246 ",0,,5,4,5,5,4,1,,0
0037202001119426,M,19510403, 71 ,20191229," 25,000,000 "," 21,717,689 ",1,,7,10,7,9,9,8,,21717689
0037202001055109,M,19770914, 45 ,20210527," 50,000,000 "," 27,775,062 ",0,,1,3,2,1,1,2,,0
0037201901130211,F,19761019, 46 ,20210131," 1,500,000 "," 18,672,750 ",0,,5,1,5,1,5,4,,0
0037201901288055,M,19510705, 71 ,20200620," 40,000,000 "," 24,868,798 ",0,,2,2,2,2,1,2,,0
0037201901233054,M,19740207, 48 ,20191002," 5,000,000 "," 19,395,763 ",0,,3,2,2,3,4,1,,0
0037201901100610,M,19940217, 28 ,20211202," 5,000,000 "," 24,105,923 ",0,,2,3,1,4,2,4,,0
0037202001105690,F,19790719, 43 ,20190430," 50,000,000 "," 16,219,074 ",0,,4,3,2,2,2,5,,0
0037201901110966,F,19741008, 48 ,20200316," 10,000,000 "," 8,098,784 ",0,,3,1,2,5,2,3,,0
0037201901234647,M,19551109, 67 ,20200604," 1,500,000 "," 26,626,419 ",0,,5,4,4,3,1,4,,0
0037202001191026,F,19560201, 66 ,20200301," 25,000,000 "," 6,731,147 ",0,,4,2,1,5,1,5,,0
0037201901301721,M,19871121, 35 ,20210315," 1,500,000 "," 21,992,889 ",0,,3,2,1,4,3,5,,0
0037201901092214,F,19860304, 36 ,20210907," 30,000,000 "," 21,635,244 ",0,,1,1,1,3,2,1,,0
0037201901146665,F,19670819, 55 ,20211017," 30,000,000 "," 17,952,556 ",0,,4,4,5,1,1,4,,0
0037201901126084,M,19640814, 58 ,20190212," 20,000,000 "," 21,434,503 ",0,,5,1,2,2,2,5,,0
0037201901091527,M,19710814, 51 ,20190528," 10,000,000 "," 23,376,087 ",0,,2,4,1,1,3,5,,0
0037201901095334,M,19680104, 54 ,20190626," 25,000,000 "," 27,687,338 ",0,,2,4,5,2,3,1,,0
0037202001095523,F,19720606, 50 ,20200919," 25,000,000 "," 5,128,425 ",0,,5,3,5,2,5,1,,0
0037201901161642,M,19731113, 49 ,20200518," 45,000,000 "," 3,290,433 ",0,,2,4,2,3,2,1,,0
0037201901181693,F,19651128, 57 ,20190110," 20,000,000 "," 11,412,742 ",0,,5,4,4,5,3,2,,0
0037201901146703,M,19680408, 54 ,20191010," 45,000,000 "," 6,724,122 ",0,,5,4,5,1,2,2,,0
0037201901107707,F,19680915, 54 ,20211218," 40,000,000 "," 11,092,311 ",1,,10,10,10,9,8,6,,11092311
0037201901176093,M,19880913, 34 ,20190608," 20,000,000 "," 7,841,932 ",0,,2,2,1,4,4,3,,0
0037202001057674,M,19890717, 33 ,20190801," 10,000,000 "," 4,218,383 ",1,,8,9,8,9,6,9,,4218383
0037201901399157,F,19740718, 48 ,20200409," 25,000,000 "," 7,536,216 ",0,,5,3,4,5,5,1,,0
0037201901170719,M,19920531, 30 ,20210821," 30,000,000 "," 18,406,047 ",0,,2,1,4,2,4,4,,0
0037201901355257,M,19570621, 65 ,20200428," 45,000,000 "," 5,040,257 ",0,,5,5,1,2,1,4,,0
0037201901250318,M,19660617, 56 ,20201028," 20,000,000 "," 9,370,093 ",0,,5,2,2,3,3,4,,0
0037201901091010,F,19831203, 39 ,20210112," 50,000,000 "," 8,715,700 ",0,,1,4,5,2,2,4,,0
0037201901270905,M,19701219, 52 ,20200629," 45,000,000 "," 23,732,022 ",0,,3,3,1,3,3,5,,0
0037201901287757,M,19880705, 34 ,20190907," 10,000,000 "," 18,885,991 ",0,,4,2,1,5,2,1,,0
0037202001044179,M,19681020, 54 ,20211211," 10,000,000 "," 1,591,043 ",0,,4,1,4,4,2,4,,0
0037201901121459,F,19920122, 30 ,20201115," 20,000,000 "," 18,787,982 ",0,,5,4,5,4,1,2,,0
0037202001235241,M,19930119, 29 ,20210521," 3,000,000 "," 7,479,501 ",0,,5,2,2,2,5,1,,0
0037201901435416,M,19760502, 46 ,20210824," 20,000,000 "," 8,759,594 ",0,,5,4,1,3,5,1,,0
0037202001131663,M,19941225, 28 ,20210723," 30,000,000 "," 27,833,174 ",0,,5,4,2,1,5,4,,0
0037202001257262,F,19931001, 29 ,20191127," 50,000,000 "," 26,965,302 ",0,,1,5,3,1,2,2,,0
0037201901122552,M,19891210, 33 ,20190904," 45,000,000 "," 19,644,634 ",0,,3,1,1,1,3,1,,0
0037201901363437,M,19550228, 67 ,20210613," 10,000,000 "," 10,065,424 ",0,,5,1,3,2,1,5,,0
0037201901201692,M,19760801, 46 ,20191023," 45,000,000 "," 19,950,593 ",0,,2,1,2,2,1,4,,0
0037201901095331,M,19680505, 54 ,20200607," 25,000,000 "," 1,735,365 ",0,,5,5,3,1,2,2,,0
0037201901340656,M,19671221, 55 ,20210510," 25,000,000 "," 23,796,714 ",0,,2,5,4,5,5,2,,0
0037201901357647,F,19771001, 45 ,20190329," 50,000,000 "," 11,140,487 ",0,,3,5,4,3,3,5,,0
0037201901127124,F,19680415, 54 ,20210427," 25,000,000 "," 9,320,888 ",0,,3,2,3,2,4,5,,0
0037201901164461,F,19770116, 45 ,20200217," 45,000,000 "," 29,955,166 ",0,,5,2,4,5,1,2,,0
0037201901142536,M,19710830, 51 ,20200808," 30,000,000 "," 9,303,448 ",0,,3,1,4,2,2,1,,0
0037201901122888,M,19740303, 48 ,20210528," 40,000,000 "," 21,253,371 ",0,,3,4,2,2,2,3,,0
0037201901120234,F,19730810, 49 ,20200905," 1,500,000 "," 20,257,700 ",0,,1,4,1,4,1,3,,0
0037201901319957,M,19701114, 52 ,20210225," 10,000,000 "," 12,161,810 ",0,,1,4,4,5,2,2,,0
0037201901300530,F,19720609, 50 ,20191010," 20,000,000 "," 18,755,565 ",0,,1,5,5,2,4,3,,0
0037201901094678,M,19851010, 37 ,20191103," 1,500,000 "," 12,843,265 ",0,,4,3,4,5,4,3,,0
0037201901360283,M,19700507, 52 ,20210727," 25,000,000 "," 22,723,449 ",0,,5,1,1,2,1,4,,0
0037202001140783,M,19690813, 53 ,20190101," 30,000,000 "," 28,330,064 ",0,,2,2,3,3,3,4,,0
0037202001052486,F,19910413, 31 ,20211016," 5,000,000 "," 8,090,978 ",0,,1,2,4,1,1,5,,0
0037202001127247,M,19761214, 46 ,20210126," 20,000,000 "," 17,753,910 ",0,,1,1,1,1,3,1,,0
0037202001027977,M,19940309, 28 ,20210728," 30,000,000 "," 13,905,601 ",1,,8,6,8,8,9,6,,13905601
0037201901399234,M,19811220, 41 ,20210314," 40,000,000 "," 15,276,515 ",0,,3,4,1,3,3,2,,0
0037201901280745,M,19830820, 39 ,20200106," 5,000,000 "," 11,565,110 ",0,,1,4,2,2,3,4,,0
0037201901123584,F,19800723, 42 ,20210602," 50,000,000 "," 16,796,400 ",0,,2,3,3,3,2,5,,0
0037202001093712,M,19760827, 46 ,20190830," 3,000,000 "," 20,268,551 ",0,,1,4,2,3,4,4,,0
0037201901131935,F,19850914, 37 ,20210207," 30,000,000 "," 10,559,890 ",0,,2,2,3,3,5,2,,0
0037202001280992,F,19680417, 54 ,20210522," 20,000,000 "," 14,334,241 ",0,,2,4,5,5,1,5,,0
0037201901144905,M,19821113, 40 ,20200627," 20,000,000 "," 14,024,359 ",0,,2,2,3,5,4,2,,0
0037201901151535,F,19680203, 54 ,20210419," 3,000,000 "," 18,050,233 ",0,,1,2,3,1,2,1,,0
0037202001070787,M,19631114, 59 ,20210730," 40,000,000 "," 4,164,462 ",0,,3,2,4,2,3,4,,0
0037201901330449,M,19790208, 43 ,20200725," 1,500,000 "," 11,391,775 ",0,,3,3,2,1,2,5,,0
0037201901144095,M,19820620, 40 ,20201207," 10,000,000 "," 3,942,605 ",0,,4,4,4,3,2,3,,0
0037201901369122,M,19680211, 54 ,20201003," 5,000,000 "," 27,892,171 ",0,,4,2,3,1,5,1,,0
0037201901245682,M,19611005, 61 ,20211129," 10,000,000 "," 4,172,016 ",0,,1,2,1,5,4,1,,0
0037201901380682,M,19810723, 41 ,20191217," 30,000,000 "," 11,435,586 ",0,,3,4,3,5,3,2,,0
0037201901149893,F,19870505, 35 ,20201005," 20,000,000 "," 20,756,562 ",0,,4,2,3,2,3,4,,0
0037201901091881,F,19871206, 35 ,20210929," 5,000,000 "," 7,659,895 ",0,,1,1,3,4,5,3,,0
0037201901295123,M,19710201, 51 ,20210217," 20,000,000 "," 3,297,333 ",0,,3,3,5,1,2,4,,0
0037202001137525,M,19750401, 47 ,20190604," 30,000,000 "," 7,334,976 ",0,,5,4,5,5,2,4,,0
0037202001140761,F,19870509, 35 ,20190820," 20,000,000 "," 12,412,876 ",0,,1,3,3,4,1,1,,0
0037201901366155,F,19691009, 53 ,20201028," 30,000,000 "," 8,872,777 ",0,,3,1,3,4,5,4,,0
0037201901377572,M,19930312, 29 ,20200328," 3,000,000 "," 17,331,583 ",0,,3,4,3,4,5,3,,0
0037201901466533,M,19790420, 43 ,20190213," 5,000,000 "," 17,043,701 ",0,,1,1,4,1,3,3,,0
0037201901382183,F,19740120, 48 ,20200806," 50,000,000 "," 23,700,066 ",0,,2,1,5,3,3,5,,0
0037201901384361,F,19900906, 32 ,20210908," 40,000,000 "," 4,035,900 ",0,,2,2,4,3,2,5,,0
0037201901116737,F,19620527, 60 ,20210318," 1,500,000 "," 10,051,765 ",0,,3,1,2,3,4,3,,0
0037201901176382,M,19630415, 59 ,20210402," 45,000,000 "," 11,990,047 ",0,,3,1,5,3,4,4,,0
0037201901398298,F,19580710, 64 ,20201220," 45,000,000 "," 11,208,709 ",0,,4,1,1,4,5,2,,0
0037202001115244,F,19660409, 56 ,20210404," 10,000,000 "," 22,622,869 ",0,,2,2,1,1,4,1,,0
0037201901166137,M,19740613, 48 ,20211227," 50,000,000 "," 27,150,524 ",0,,4,5,3,3,4,3,,0
0037201901149480,F,19950606, 27 ,20210620," 1,500,000 "," 6,310,755 ",1,,10,10,8,6,6,6,,6310755
0037201901168465,M,19801005, 42 ,20200822," 10,000,000 "," 25,416,655 ",0,,4,2,3,3,2,2,,0
0037202001305986,F,19940330, 28 ,20200107," 5,000,000 "," 15,869,943 ",0,,4,4,4,1,3,4,,0
